22	12	75	20191011
72	12	114	20191018
101	12	121	20190724
22	12	75	20211212
72	12	209	20190816
101	12	121	20190731
178	12	174	20210721
213	12	214	20190718
178	12	211	20190618
213	12	75	20190608
72	12	117	20200330
213	12	121	20190719
166	12	179	20190830
213	12	174	20190620
213	12	174	20190620
213	12	121	20190708
22	12	185	20220205
59	12	147	20190619
72	12	158	20190924
101	12	199	20191017
213	12	214	20190821
213	12	75	20190608
72	12	158	20190725
139	12	198	20190725
68	12	41	20190725
213	12	114	20190726
102	12	114	20201102
102	12	158	20190701
22	12	199	20190808
139	12	198	20211220
197	12	94	20200923
197	12	164	20191022
72	12	117	20190821
72	12	209	20190101
22	12	185	20190531
68	12	41	20190702
72	12	209	20191123
72	12	114	20191019
72	12	209	20191020
69	15	85	20190610
29	15	132	20190518
50	15	12	20191023
141	15	70	20190827
73	15	12	20190910
73	15	12	20190910
141	15	134	20190611
113	15	135	20190905
141	15	12	20171215
151	15	131	20190711
25	15	131	20211221
25	15	188	20190704
29	15	79	20210408
166	15	127	20190425
5	15	12	20181023
53	15	81	20200817
29	15	79	20190604
29	15	79	20210216
184	15	12	20190305
141	15	32	20190814
161	15	80	20191206
159	15	131	20191023
141	15	127	20190722
50	15	127	20191016
119	15	173	20190618
141	15	134	20190903
73	15	12	20210415
50	15	81	20190809
50	15	70	20190810
50	15	81	20190810
35	15	81	20191011
179	15	135	20190617
34	15	12	20190904
159	15	195	20190831
180	15	173	20210410
141	15	134	20160615
141	15	134	20160615
184	15	92	20190719
141	15	195	20210405
180	15	173	20190517
161	15	81	20190719
34	15	70	20190927
29	15	79	20190621
180	15	135	20180820
161	15	13	20190911
179	15	135	20210825
157	15	12	20190603
157	15	12	20190603
194	15	123	20191014
183	15	81	20190725
180	15	81	20111220
162	15	79	20190707
194	15	136	20190927
180	15	173	20210905
141	15	127	20190825
29	15	81	20140616
180	15	135	20191023
141	15	32	20210809
194	15	123	20210528
69	15	127	20190715
25	15	81	20190611
194	15	123	20190528
30	15	188	20190810
50	15	81	20190808
148	15	54	20190619
180	15	173	20190820
94	15	202	20190520
29	15	81	20190619
29	15	81	20190619
161	15	81	20190515
161	15	13	20211222
50	15	127	20191016
50	15	210	20190705
184	15	92	20190916
59	15	81	20190924
194	15	123	20211028
161	15	80	20190521
14	15	173	20190818
154	15	173	20200115
141	15	192	20191011
141	15	12	20191007
96	15	131	20220104
73	15	37	20190729
73	15	37	20190010
141	15	127	20190610
194	15	136	20190924
184	15	92	20210820
184	15	92	20190916
50	15	81	20210809
189	15	135	20191011
154	15	173	20190815
154	15	173	20190925
154	15	173	20190925
141	15	74	20180917
29	15	79	20190718
50	15	210	20190919
34	15	12	20190417
34	15	12	20190531
172	15	202	20190510
8	15	173	20200205
29	15	79	20190508
194	15	32	20190805
96	15	32	20190807
181	15	81	20190926
161	15	32	20190924
161	15	192	20190603
50	15	81	20191022
161	15	13	20190920
29	15	79	20190813
180	15	179	20190717
50	15	210	20190919
29	15	130	20190828
29	15	130	20190828
161	15	13	20070109
194	15	123	20190829
73	15	37	20191015
59	15	12	20191025
184	15	92	20190916
181	15	131	20191008
50	15	192	20210518
157	15	12	20190829
143	15	81	20200925
50	15	74	20190830
50	15	210	20180227
73	15	37	20190523
180	15	173	20190816
194	15	123	20210528
184	15	92	20190822
29	15	81	20190506
170	15	132	20190925
157	15	12	20190917
194	15	123	20190528
148	15	54	20190725
23	15	202	20191024
73	15	37	20190515
200	15	130	20191023
141	15	192	20190514
161	15	13	20190929
184	15	92	20191024
29	15	79	20190709
148	15	54	20141022
181	15	131	20190722
161	15	80	20191001
180	15	130	20190628
148	15	74	20190805
50	15	74	20200405
161	15	13	20190723
161	15	81	20190723
180	15	173	20210111
180	15	173	20190612
143	15	131	20190830
216	15	188	20190520
73	15	32	20190919
119	15	173	20171025
29	15	81	20190924
189	15	135	20180709
50	15	210	20201115
141	15	74	20191019
141	15	12	20180516
50	15	210	20191230
43	15	205	20190708
73	15	37	20190924
14	15	173	20210525
161	15	13	20190911
50	15	210	20190926
50	15	210	20130706
141	15	74	20180917
157	15	12	20200921
30	15	205	20190603
34	15	93	20180516
184	15	92	20190916
50	15	81	20190911
21	15	188	20191015
34	15	93	20190601
141	15	32	20201030
59	15	192	20191002
183	15	81	20201104
148	15	54	20190927
141	15	127	20191029
141	15	127	20191029
194	15	136	20190906
148	15	54	20190625
141	15	32	20190917
60	15	81	20190715
23	15	131	20191015
43	15	205	20191028
39	15	79	20190924
161	15	80	20211227
157	15	12	20151008
184	15	92	20220105
60	15	12	20190508
144	15	32	20191020
50	15	210	20190726
194	15	74	20190611
141	15	134	20190917
50	15	32	20190726
141	15	127	20190829
25	15	81	20190507
34	15	93	20190905
30	15	205	20190728
30	15	205	20190728
60	15	74	20190520
148	15	54	20190725
29	15	81	20190902
29	15	81	20191031
50	15	85	20191020
162	15	81	20120224
194	15	136	20190702
50	15	127	20190906
194	15	136	20190924
39	15	195	20190920
29	15	188	20190924
161	15	80	20190202
161	15	80	20200904
161	15	80	20190816
180	15	173	20190828
143	15	131	20190818
50	15	210	20190726
161	15	80	20211106
137	15	81	20191024
161	15	13	20211013
180	15	173	20191015
180	15	173	20191015
73	15	37	20191010
43	15	205	20190610
69	15	85	20210626
161	15	80	20190127
59	15	79	20190610
151	15	131	20190905
180	15	173	20190804
161	15	13	20190920
60	15	81	20190903
30	15	205	20190701
50	15	127	20190709
69	15	85	20190921
141	15	79	20200122
69	15	85	20190704
69	15	85	20190704
30	15	205	20210422
161	15	13	20211005
194	15	136	20191105
151	15	131	20190905
180	15	173	20190703
180	15	173	20210731
141	15	192	20190925
161	15	80	20190604
43	15	205	20190526
194	15	195	20190609
23	15	131	20190809
141	15	32	20190523
43	15	205	20190728
161	15	13	20211115
140	15	81	20190717
69	15	85	20191101
183	15	79	20190516
119	15	173	20211214
161	15	13	20190728
179	15	173	20191105
145	15	173	20181113
151	15	81	20190926
151	15	165	20190806
60	15	81	20191119
141	15	134	20190601
151	15	195	20190709
183	15	74	20190626
60	15	81	20210506
112	15	85	20190912
73	15	81	20190628
14	15	135	20190829
141	15	74	20191023
119	15	173	20190917
148	15	54	20190807
25	15	188	20180312
141	15	195	20190607
137	15	81	20190710
73	15	37	20191014
59	15	81	20190515
194	15	70	20190106
194	15	70	20190106
59	15	81	20210115
21	15	202	20191011
180	15	173	20200624
194	15	136	20190924
141	15	192	20201122
141	15	192	20201122
141	15	70	20191019
141	15	70	20191017
161	15	13	20190911
183	15	79	20190528
69	15	12	20190612
141	15	195	20190621
5	15	12	20190530
94	15	173	20190729
137	15	79	20190920
189	15	173	20191027
69	15	127	20190715
103	15	205	20190912
96	15	202	20190528
34	15	93	20191205
170	15	132	20140714
183	15	81	20190510
96	15	202	20190508
69	15	81	20191025
50	15	210	20190920
148	15	192	20190603
180	15	173	20190527
180	15	173	20200106
194	15	136	20190528
21	15	81	20190719
50	15	70	20190830
29	15	79	20190726
141	15	127	20210319
50	15	74	20190411
166	15	210	20190926
186	15	202	20190530
34	15	93	20190531
50	15	210	20190919
155	15	202	20191021
183	15	81	20190909
157	15	12	20190730
148	15	134	20190509
50	15	210	20190919
103	15	188	20190828
194	15	136	20210425
180	15	135	20191118
172	15	188	20191001
180	15	173	20190823
50	15	81	20190809
194	15	136	20190702
180	15	173	20090330
194	15	192	20191014
194	15	192	20191021
194	15	136	20190920
73	15	37	20190515
157	15	12	20190927
69	15	127	20190716
183	15	81	20191021
141	15	32	20190717
60	15	81	20190926
180	15	173	20190611
96	15	70	20190821
194	15	136	20160924
183	15	79	20200826
180	15	173	20210413
69	15	85	20200606
141	15	32	20191025
50	15	210	20190919
179	15	81	20190822
5	15	12	20190829
50	15	210	20190919
141	15	192	20190530
194	15	136	20191025
183	15	79	20190806
166	15	136	20190621
180	15	173	20190601
69	15	85	20201031
50	15	127	20190906
50	15	81	20190809
43	15	205	20191022
161	15	81	20220202
148	15	54	20190708
50	15	127	20190612
180	15	173	20190818
50	15	127	20190906
34	15	93	20190904
113	15	135	20211022
180	15	173	20190604
29	15	79	20190730
172	15	188	20191026
73	15	37	20190910
73	15	37	20130821
183	15	188	20190612
69	15	81	20201118
34	15	93	20190723
29	15	205	20190616
50	15	32	20190919
73	15	37	20190726
50	15	210	20180327
161	15	81	20190821
5	15	12	20191023
148	15	54	20190806
157	15	12	20180820
141	15	127	20190801
148	15	192	20190822
194	15	136	20221014
194	15	136	20191015
194	15	136	20190924
148	15	54	20190808
73	15	37	20190903
157	15	12	20191023
194	15	32	20190701
29	15	205	20191008
30	15	205	20190530
30	15	205	20190530
157	15	12	20180515
184	15	92	20211205
161	15	81	20191031
161	15	80	20220126
141	15	127	20190606
95	15	188	20190520
29	15	79	20190905
79	15	79	20190909
189	15	173	20190709
43	15	205	20190917
119	15	173	20191012
8	13	173	20181026
113	13	173	20191025
113	13	173	20190830
113	13	173	20190830
23	13	195	20191019
8	13	173	20191025
8	13	173	20190524
133	13	195	20190603
161	13	192	20190620
14	13	173	20211227
179	13	135	20190713
159	13	195	20190906
179	13	135	20190627
8	13	173	20220127
145	13	173	20190826
180	13	173	20190704
180	13	173	20190704
39	13	195	20191011
113	13	173	20191025
154	13	173	20190830
145	13	173	20210826
145	13	173	20191108
180	13	173	20190712
180	13	173	20191031
146	13	173	20190712
119	13	173	20191011
189	13	173	20210528
180	13	173	20190712
113	13	173	20190505
179	13	135	20190627
8	13	173	20210528
154	13	173	20190513
145	13	173	20191108
18	13	173	20190506
8	13	173	20191025
189	13	135	20191025
113	13	173	20190830
180	13	173	20211203
161	13	192	20190620
180	13	173	20190906
8	13	173	20220127
145	13	173	20191108
161	13	192	20190620
180	13	173	20100912
20	13	195	20220110
113	13	173	20190830
18	13	173	20190801
113	13	173	20190808
180	13	173	20191031
23	13	202	20190816
159	13	195	20190715
180	13	173	20190610
180	13	173	20190628
154	13	173	20190830
180	13	173	20190713
8	13	173	20190524
154	13	173	20190808
18	13	173	20190801
180	13	173	20190722
180	13	173	20190817
189	13	135	20190531
189	13	192	20190620
119	13	173	20010323
39	13	195	20190910
113	13	173	20191025
161	13	192	20190620
159	13	195	20200422
180	13	173	20190628
179	13	135	20190627
71	26	128	20190704
168	26	171	20190914
115	26	128	20191003
71	26	128	20190915
71	26	20	20190729
168	26	21	20170609
71	26	128	20190830
168	26	128	20190803
197	6	76	20190804
121	6	46	20190617
197	6	17	20210725
182	6	118	20190723
43	6	132	20191007
121	6	46	20190511
182	6	118	20190721
197	6	97	20200420
110	6	97	20190712
197	6	76	20210729
197	6	149	20210801
197	6	149	20190513
197	6	149	20190513
197	6	149	20190513
197	6	149	20190513
197	6	97	20190714
110	6	97	20190908
197	6	95	20190826
197	6	33	20210620
197	6	95	20201019
116	6	97	20190706
43	6	132	20190830
40	6	33	20160902
197	6	97	20191010
110	6	48	20190713
110	6	97	20191020
64	6	138	20190713
40	6	33	20190930
182	6	118	20080820
182	6	118	20191020
197	6	105	20190814
197	6	97	20191020
197	6	97	20191019
182	6	118	20190721
94	6	97	20190720
199	6	46	20070620
110	6	46	20190403
182	6	118	20211221
182	6	118	20190901
110	6	95	20190809
43	6	97	20190625
43	6	97	20190625
182	6	118	20190717
16	6	167	20190614
64	6	138	20211109
110	6	46	20210530
94	6	97	20191019
197	6	17	20190506
102	6	97	20201113
197	6	105	20191003
110	6	97	20190715
40	6	33	20190928
197	6	105	20191025
197	6	105	20190722
197	6	105	20190929
197	6	97	20211128
197	6	6	20070409
197	6	97	20190808
133	6	46	20190916
197	6	105	20210625
197	6	6	20190902
164	6	46	20151115
180	6	97	20211206
197	6	105	20190930
197	6	105	20190819
110	6	33	20140428
102	6	149	20191008
40	6	33	20211009
199	6	46	20210804
197	6	149	20211018
197	6	97	20190911
197	6	46	20190828
64	6	138	20190923
197	6	97	20190810
197	6	6	20190916
197	6	6	20190922
110	6	97	20190506
197	6	97	20210912
197	6	97	20211103
197	6	76	20210917
110	6	33	20211006
199	6	46	20190708
197	6	97	20210612
199	6	46	20190708
197	6	17	20190520
64	6	138	20190530
64	6	138	20190805
16	6	167	20190614
72	6	167	20191031
110	6	48	20190126
64	6	138	20190715
197	6	48	20160915
110	6	48	20190523
16	6	167	20190614
185	6	46	20140512
40	6	33	20200429
197	6	76	20210608
16	6	167	20190617
94	6	76	20191021
40	6	33	20211015
197	6	6	20191030
185	6	46	20190602
199	6	46	20190630
43	18	43	20190528
43	18	100	20190917
43	18	43	20191016
43	18	26	20210603
43	18	152	20190928
43	18	43	20180705
43	18	100	20191016
43	18	100	20190815
7	18	55	20190601
43	18	43	20191018
140	18	140	20190806
166	18	166	20211025
43	18	43	20190628
88	18	43	20190730
43	18	100	20190711
43	18	43	20191019
43	18	43	20211021
43	18	100	20190815
55	18	43	20190831
108	18	188	20190606
43	18	43	20150828
43	18	100	20190917
43	18	43	20191026
67	18	26	20210502
100	18	43	20190917
43	18	26	20191026
43	18	43	20190604
55	18	43	20190718
166	18	43	20140405
43	18	55	20190629
43	18	100	20190916
43	18	43	20190818
11	8	51	20190626
187	8	42	20190727
187	8	133	20190815
4	8	66	20190819
187	8	82	20190621
95	8	218	20190808
187	8	150	20190527
11	8	196	20190605
52	8	175	20190917
52	8	175	20191024
187	8	99	20190603
4	8	175	20190905
11	8	61	20190916
52	8	90	20190803
4	8	160	20190923
52	8	66	20190513
56	8	66	20191022
95	8	51	20190608
56	8	42	20210917
142	8	99	20190829
142	8	86	20200727
187	8	150	20190605
11	8	160	20190527
52	8	35	20190826
52	8	150	20190904
187	8	171	20190623
52	8	51	20190606
4	8	90	20191018
4	8	150	20191017
52	8	82	20190917
142	8	35	20190628
187	8	99	20190808
97	8	99	20190813
142	8	35	20190731
52	8	51	20190525
11	8	51	20190829
11	8	99	20190926
116	8	90	20190823
52	8	150	20190716
52	8	90	20221019
11	8	20	20191020
52	8	218	20190904
52	8	90	20190518
11	8	150	20190917
56	8	133	20191031
52	8	20	20190525
52	8	133	20190902
52	8	82	20190919
142	8	42	20190601
95	8	218	20190519
95	8	61	20190818
52	8	66	20190529
52	8	51	20190802
11	8	27	20200830
95	8	66	20190714
142	8	99	20190731
142	8	175	20190807
95	8	27	20201018
52	8	66	20190808
142	8	150	20190720
52	8	66	20190530
52	8	66	20190516
52	8	133	20190808
52	8	66	20190428
52	8	99	20190919
187	8	99	20190920
52	8	66	20191102
187	8	42	20190520
52	8	66	20190601
6	8	49	20190511
6	8	49	20190511
6	8	49	20190511
120	8	99	20190823
52	8	126	20190628
120	8	66	20201013
11	8	51	20180829
187	8	171	20190521
56	8	171	20190911
56	8	99	20190531
95	8	175	20190809
142	8	20	20190516
187	8	133	20190613
95	8	175	20190710
52	8	66	20210628
187	8	66	20190528
95	8	27	20191019
120	8	133	20170906
142	8	61	20190817
142	8	175	20190903
120	8	133	20190829
52	8	160	20190803
52	8	66	20191027
95	8	27	20191017
52	8	99	20190927
95	8	27	20191018
52	8	66	20190516
52	8	126	20190829
56	8	133	20190524
52	8	86	20191027
4	8	196	20191001
142	8	133	20190806
52	8	175	20190803
11	8	20	20191020
11	8	160	20190526
56	8	160	20211214
11	8	51	20190829
4	8	133	20210827
4	8	133	20191012
52	8	66	20190711
52	8	133	20190903
11	8	51	20190522
52	8	66	20191022
52	8	51	20190606
52	8	126	20190425
187	8	90	20190908
187	8	86	20190610
83	8	51	20190615
95	8	27	20191018
52	8	66	20190705
187	8	90	20190906
187	8	20	20210523
142	8	175	20190615
95	8	27	20191018
11	8	51	20211231
105	8	133	20210802
191	29	0	20190517
191	29	45	20190724
191	29	163	20190919
191	29	0	20190718
191	29	163	20200804
191	29	45	20190603
191	29	45	20190613
191	29	45	20210423
191	29	45	20190911
191	29	163	20190912
191	29	45	20190823
191	29	45	20190206
191	29	0	20190917
191	29	107	20190816
191	29	163	20190612
191	29	0	20190619
191	29	0	20210923
191	29	163	20190822
191	29	163	20190522
191	29	163	20190926
191	29	107	20190626
191	29	163	20190716
191	29	163	20190718
191	29	107	20200518
191	29	163	20190516
191	29	163	20190826
191	29	107	20190502
191	29	107	20190718
191	29	45	20190618
191	29	107	20190808
191	29	163	20190827
191	29	107	20191030
191	29	45	20190830
191	29	163	20190903
191	29	45	20210829
191	29	163	20190625
191	29	107	20190627
191	29	0	20190820
191	29	107	20190513
191	29	45	20190425
191	29	45	20190820
191	29	107	20200828
191	29	107	20190530
191	29	163	20190731
191	29	163	20190523
191	29	0	20190606
191	29	45	20191029
191	29	107	20190620
191	29	107	20190924
191	29	0	20190904
191	29	107	20190606
191	29	0	20190723
191	29	0	20061010
191	29	45	20191014
191	29	45	20190708
191	29	0	20201214
71	33	203	20190826
71	33	77	20190906
71	33	77	20190819
166	33	140	20191021
71	33	77	20190823
71	33	140	20190719
71	33	77	20190911
71	33	77	20190914
71	33	203	20190917
55	33	124	20210709
71	33	203	20210722
55	33	191	20190723
7	33	172	20190920
71	33	10	20191023
71	33	53	20190916
71	33	10	20110703
176	33	140	20190529
7	33	53	20190725
7	33	77	20190918
55	33	10	20211208
77	4	47	20110514
77	4	215	20190824
77	4	215	20191016
77	4	215	20190703
77	4	47	20090720
53	4	215	20151228
53	4	47	20190809
206	4	47	20130817
77	4	47	20170214
77	4	215	20210904
77	4	215	20190816
206	4	140	20200711
77	4	47	20190711
77	4	215	20190830
77	4	215	20190801
77	4	215	20190921
77	4	47	20211025
77	4	215	20190607
77	4	47	20211002
77	4	47	20181228
77	4	3	20190504
53	4	47	20210730
77	4	47	20190206
77	4	215	20190724
77	4	47	20190830
77	4	215	20190822
53	4	166	20160325
53	4	166	20160311
77	4	47	20190810
77	4	215	20190430
77	4	47	20080820
53	4	47	20190531
53	4	47	20190812
53	4	7	20190817
77	4	47	20190506
77	4	47	20190726
77	4	7	20191027
53	4	106	20190520
53	4	47	20191012
206	4	47	20190710
53	4	47	20190813
53	4	47	20190710
53	4	101	20190921
53	4	166	20200614
24	4	7	20190620
77	4	7	20190809
206	4	47	20190827
77	4	47	20210820
77	4	47	20190521
77	4	176	20190626
77	4	7	20190729
77	4	215	20190430
77	4	140	20190529
77	4	47	20190725
77	4	215	20190513
206	4	215	20190511
53	4	47	20190717
77	4	47	20191016
77	4	58	20190830
206	4	140	20190516
53	4	215	20190821
77	4	58	20190830
53	4	47	20190625
53	4	168	20191107
77	4	215	20191029
53	4	215	20190725
77	4	215	20190711
77	4	47	20190505
77	4	7	20190728
91	4	168	20190925
77	4	47	20190531
53	4	47	20190802
53	4	166	20190522
53	4	47	20190718
53	4	47	20190718
53	4	47	20190718
206	4	47	20190930
77	4	47	20190828
206	4	47	20190826
77	4	55	20190504
133	4	153	20190702
77	4	7	20190731
77	4	47	20190524
53	4	47	20190612
53	4	47	20190815
77	4	47	20210426
53	4	215	20190712
53	4	7	20220104
53	4	47	20191009
77	4	106	20190808
53	4	106	20210830
53	4	47	20190526
77	4	106	20171027
206	4	106	20190507
191	4	168	20070510
77	4	7	20190828
77	4	7	20190506
77	4	124	20100315
53	4	47	20190424
53	4	106	20190815
53	4	106	20210530
53	4	106	20190824
77	4	106	20130519
77	4	106	20211214
53	4	106	20210514
77	4	215	20210825
190	4	47	20200723
53	4	47	20190519
77	4	215	20190521
67	4	3	20190730
53	4	47	20210118
24	4	166	20190529
77	4	215	20190802
206	4	7	20190621
53	4	215	20120513
53	4	47	20220119
53	4	106	20190507
77	4	47	20190724
77	4	47	20211208
77	4	106	20191024
53	4	47	20210722
53	4	47	20190624
53	4	47	20191018
53	4	47	20191017
77	4	106	20190809
77	4	47	20210728
77	4	215	20190809
53	4	7	20211210
206	4	47	20120509
77	4	7	20190819
53	4	47	20190525
77	4	7	20200725
206	4	47	20190927
53	4	7	20191023
77	4	106	20190619
77	4	47	20220120
77	4	7	20191028
140	4	215	20190528
77	4	215	20220910
53	4	106	20190605
77	4	215	20190718
53	4	47	20190515
77	4	215	20170225
53	4	47	20190826
53	4	47	20190815
53	4	215	20191010
77	4	43	20190829
25	4	153	20190629
77	4	215	20191009
77	4	7	20190716
53	4	106	20190616
53	4	47	20191010
53	4	47	20190709
77	4	215	20190507
67	4	7	20190627
77	4	58	20190916
53	4	47	20190607
53	4	215	20190816
53	4	106	20210425
24	4	106	20190614
77	4	47	20190825
77	4	47	20190906
77	4	47	20190817
77	4	106	20190818
206	4	215	20190201
77	4	215	20191019
53	4	106	20190626
206	4	215	20190802
77	4	215	20190921
53	4	47	20060630
53	4	47	20190509
77	4	47	20190525
77	4	215	20211123
53	4	47	20190606
53	4	106	20190711
77	4	47	20191012
77	4	58	20190809
53	4	106	20210521
53	4	47	20201111
77	4	47	20220814
77	4	47	20190802
77	4	106	20210429
53	4	215	20190518
77	4	47	20190723
67	4	47	20190521
67	4	106	20210124
53	4	215	20190717
24	4	106	20191016
77	4	215	20151015
206	4	140	20101120
53	4	7	20190917
206	4	47	20190531
77	4	2	20190627
77	4	47	20120718
43	21	43	20190502
43	21	43	20190817
43	21	43	20191010
121	25	46	20190501
121	25	31	20180402
114	25	167	20190512
197	25	97	20220128
44	25	97	20190912
98	25	76	20190917
63	25	97	20210629
121	25	31	20190626
98	25	76	20200614
110	25	48	20210603
64	25	138	20190920
64	25	138	20190920
114	25	167	20190526
174	25	46	20190529
197	25	97	20190605
110	25	48	20160902
185	25	46	20190508
114	25	167	20160521
110	25	17	20190505
114	25	167	20190513
98	25	76	20210729
199	25	46	20211015
40	25	33	20210803
199	25	46	20210721
199	25	46	20190624
110	25	76	20190608
174	25	31	20190619
197	25	97	20190706
193	25	46	20191006
121	25	46	20191006
197	25	48	20190626
110	25	48	20190626
114	25	167	20190511
98	25	76	20210705
214	25	46	20211218
174	25	31	20190508
114	25	167	20190522
197	25	17	20190823
110	25	48	20190608
199	25	31	20190508
199	25	46	20190627
199	25	46	20190623
64	25	138	20190730
64	25	138	20190901
211	25	31	20190814
114	25	167	20190509
44	25	97	20190915
16	25	167	20190513
63	25	46	20190905
114	25	167	20210517
197	25	97	20190921
197	25	97	20191024
110	25	48	20141117
174	25	31	20190521
197	25	97	20191031
121	25	46	20191011
94	25	105	20211005
64	25	138	20190515
110	25	48	20220128
81	25	97	20190829
197	25	97	20190912
110	25	48	20160904
75	25	46	20131108
43	25	97	20190628
197	25	76	20201106
164	25	31	20190918
199	25	31	20190917
64	25	138	20191008
199	25	46	20190613
64	25	138	20220202
103	14	133	20190902
2	14	126	20190612
2	14	126	20191031
2	14	133	20191016
152	14	20	20190625
153	14	126	20190619
124	14	21	20190815
71	14	128	20150503
71	14	61	20190515
30	14	112	20191014
3	14	99	20190602
168	14	175	20191014
71	14	35	20190804
71	14	217	20190531
71	14	128	20190723
71	14	217	20190807
30	14	112	20191015
30	14	112	20191014
71	14	171	20190824
71	14	20	20190630
67	14	116	20190617
71	14	21	20190510
47	14	133	20190530
71	14	126	20190604
71	14	175	20190618
71	14	20	20190904
71	14	126	20191019
140	14	66	20191028
30	14	112	20040914
71	14	133	20190728
71	14	175	20190625
71	14	86	20190524
47	14	15	20190612
202	14	21	20191012
71	14	20	20190602
55	14	116	20190516
108	14	95	20191010
3	14	116	20190423
71	14	49	20190617
153	14	126	20190704
71	14	217	20190818
152	14	49	20190802
3	14	150	20190523
71	14	51	20191011
71	14	217	20190915
43	14	20	20180801
71	14	217	20190903
71	14	171	20210908
3	14	128	20150823
168	14	90	20190822
166	14	116	20190918
10	14	66	20190630
43	14	116	20190919
55	14	99	20080820
43	14	171	20190604
168	14	66	20190509
71	14	133	20191022
26	14	20	20190526
140	14	175	20190515
26	14	217	20190926
3	14	21	20190504
71	14	99	20190716
140	14	66	20191028
71	14	160	20191027
26	14	128	20190720
26	14	128	20190720
197	14	27	20191016
152	14	116	20190616
152	14	217	20210511
26	14	51	20210731
71	14	128	20110820
71	14	90	20190729
26	14	128	20150318
3	14	116	20190704
71	14	128	20190503
166	14	116	20191008
203	14	128	20200401
115	14	217	20190720
168	14	66	20190831
71	14	217	20190828
71	14	217	20090514
102	14	128	20190827
55	14	126	20200608
55	14	196	20190909
71	14	15	20200907
71	14	15	20190531
71	14	20	20190906
72	0	55	20190920
43	0	43	20190513
43	0	43	20210326
197	0	43	20190520
43	0	43	20190711
43	0	43	20190513
98	0	43	20190916
7	0	43	20210513
43	0	43	20190711
43	0	43	20190711
43	0	43	20190711
43	0	43	20190702
43	0	55	20190716
180	7	202	20190715
200	7	130	20200711
7	31	66	20191001
7	31	133	20190810
16	31	133	20190618
7	38	43	20190829
170	38	99	20190809
7	38	140	20190713
71	38	10	20190523
213	38	213	20200717
103	38	103	20190612
108	38	77	20210715
43	38	191	20220129
7	38	3	20050820
7	38	203	20210715
140	38	7	20190719
7	38	84	20200619
71	38	7	20190826
155	2	110	20191020
186	2	197	20190920
155	2	110	20190729
193	2	101	20180612
158	2	72	20191020
186	2	101	20170303
155	2	72	20191025
